components,monomer,dimer
concentration_estimate,6.509036175832337e-05,0.00021097461121519638
in_syringe,False,True
T,25.0
filter_prior,2,1
truths,-9.0,-18.0,-11.0,-22.0,6e-05,0.0002,0.0,1.0
-8.442922485555616,2.0
-43.87717830004698,10.0
-43.5123498774475,10.0
-44.03517908992469,10.0
-45.80474675659898,10.0
-44.5411172095872,10.0
-44.84464164372192,10.0
-41.25750707885749,10.0
-43.21593613953615,10.0
-44.40531692192727,10.0
-44.791986460172176,10.0
-42.84032639383201,10.0
-43.655044313027325,10.0
-41.08630610537952,10.0
-41.46035043201244,10.0
-43.29238259453944,10.0
-40.272404276481865,10.0
-36.26814595670182,10.0
-34.267210073056845,10.0
-30.044799394873174,10.0
-21.995159357655393,10.0
-15.216613741259806,10.0
-7.6387948620536354,10.0
-5.101163441024894,10.0
-3.249104607856315,10.0
-0.44679832037847134,10.0
-0.4378176683401298,10.0
-1.8060915855819895,10.0
0.7726230886086293,10.0
-1.3146318331470632,10.0
-0.06119786041679187,10.0
-0.8060704558227638,10.0
1.767736939825784,10.0
1.4534751844071663,10.0
-0.8755751098380762,10.0
-0.8494604130452048,10.0
skipped_inj,1
