components,monomer,dimer
concentration_estimate,3.8988960293955316e-05,0.00016930523713813765
in_syringe,False,True
T,25.0
filter_prior,2,1
truths,-9.0,-18.0,-11.0,-22.0,4e-05,0.0002,0.0,1.0
-8.840480648873204,2.0
-43.324242720390345,10.0
-42.68883415820587,10.0
-43.12000304048156,10.0
-43.011554305714654,10.0
-43.15761150717973,10.0
-44.30782391557543,10.0
-43.62345746408589,10.0
-40.91454018410942,10.0
-42.48266920311498,10.0
-41.490435576771624,10.0
-38.74038339006537,10.0
-35.209396201142994,10.0
-29.371390912033263,10.0
-16.708053500985333,10.0
-10.765876468984365,10.0
-5.411266612174304,10.0
-3.00128616374959,10.0
-2.9915229636450276,10.0
-0.8166508833304588,10.0
-1.5305576215717576,10.0
-0.7581783932962707,10.0
-1.820478055222719,10.0
-0.37080060119901215,10.0
0.15096928299429918,10.0
0.5305702363265956,10.0
0.40267639509219366,10.0
-0.6459645287106924,10.0
-0.8964606843033103,10.0
0.8295508724056884,10.0
-0.6442139254851817,10.0
-0.2068427988460427,10.0
-0.5329700849050072,10.0
0.10761426235363382,10.0
-0.6299058714349496,10.0
2.6182660129059805,10.0
skipped_inj,1
