components,monomer1,monomer2
concentration_estimate,0.00036532021907837743,6.115283469603146e-05
in_syringe,True,False
T,25.0
truths,-9.0,-11.0,0.0004,6e-05,0.0,1.0
-8.022211899125596,2.0
-42.874339988064165,10.0
-43.46538244007549,10.0
-43.506899376394074,10.0
-43.605676377786075,10.0
-43.32674133106405,10.0
-43.90626776119295,10.0
-44.0237779756802,10.0
-44.24820616592777,10.0
-43.04859190491851,10.0
-44.83816231849754,10.0
-43.84827346656016,10.0
-42.56125206499429,10.0
-44.04296848528094,10.0
-41.50746373632843,10.0
-40.79137831084712,10.0
-38.597922761250885,10.0
-36.88878187920728,10.0
-36.160129523749184,10.0
-28.796569035051654,10.0
-20.926599475158792,10.0
-12.931446316152854,10.0
-9.571767836579562,10.0
-4.394944953016427,10.0
-3.557335480469068,10.0
-3.5271854470849178,10.0
-3.124395945279451,10.0
-1.579501221879873,10.0
-1.2655638981562476,10.0
-1.739951593733469,10.0
0.4240339427463391,10.0
-1.189193613212443,10.0
-0.8449069720959503,10.0
-1.168654022753076,10.0
-2.409970178010416,10.0
-0.05349116273709509,10.0
skipped_inj,1
